datetime,total,total_tcp,total_http,total_udp,size,size_tcp,size_http,size_udp
1333197600,20822,3648,8939,8235,11356,5666,3015,2675
1333197900,12235,6162,780,5293,6197,191,4904,1102
1333198200,19977,8514,4711,6752,17907,8188,7612,2107
1333198500,18122,5004,6317,6801,27747,9801,8780,9166
1333198800,15127,8135,1084,5908,17744,2820,7387,7537
1333199100,20127,7173,8930,4024,17574,3491,6190,7893
1333199400,15409,1180,4858,9371,9546,939,7648,959
1333199700,23863,8380,6601,8882,8805,3245,5337,223
1333200000,11387,9059,1894,434,12430,3335,9056,39
1333200300,9305,3448,3632,2225,19772,6424,7679,5669
1333200600,17013,5287,8482,3244,6513,2237,3030,1246
1333200900,7329,3813,325,3191,9203,3673,4283,1247
1333201200,8273,450,3773,4050,24522,5481,9171,9870
1333201500,19930,6544,6503,6883,13830,4807,7834,1189
1333201800,11372,1172,2605,7595,11966,8270,2573,1123
1333202100,19057,7893,2320,8844,23604,7746,9510,6348
1333202400,14034,9184,2459,2391,20807,9980,8132,2695
1333202700,13652,5347,874,7431,13084,1508,7097,4479
1333203000,14089,31,6974,7084,7351,4390,466,2495
1333203300,12524,7914,1443,3167,13891,3149,3415,7327
1333203600,10254,226,9923,105,14056,3033,7006,4017
1333203900,19649,7167,6744,5738,14100,4282,6931,2887
1333204200,15334,928,8525,5881,15682,8872,2739,4071
1333204500,14941,3259,4617,7065,14099,9865,1025,3209
1333204800,20508,8286,7284,4938,11732,3908,4764,3060
1333205100,19037,5051,8304,5682,16951,5393,2382,9176
1333205400,7424,1538,4828,1058,9826,6927,2511,388
1333205700,16072,8340,4384,3348,13109,4152,4275,4682
1333206000,22313,9926,4433,7954,17533,179,8797,8557
1333206300,12873,6453,1634,4786,12993,4627,8233,133
1333206600,23365,7800,9561,6004,11518,1341,4728,5449
1333206900,16775,9087,3528,4160,17643,1276,9883,6484
1333207200,4813,198,2097,2518,12168,7552,1294,3322
1333207500,5316,456,2912,1948,9380,4377,270,4733
1333207800,19067,9637,8086,1344,11251,1925,4407,4919
1333208100,9434,2997,2842,3595,24352,9996,9174,5182
1333208400,19687,8866,3880,6941,14400,5338,5194,3868
1333208700,15672,5827,9297,548,18999,3518,7532,7949
1333209000,8332,1680,392,6260,15181,6677,1950,6554
1333209300,13585,3463,5164,4958,23753,8877,6669,8207
1333209600,12936,6671,4205,2060,15929,4888,7483,3558
1333209900,16742,7951,5995,2796,13284,2989,3968,6327
1333210200,17043,7740,679,8624,15900,8338,2466,5096
1333210500,11590,9615,711,1264,19891,6710,9226,3955
1333210800,6820,817,5001,1002,21123,6246,5484,9393
1333211100,13355,1466,6705,5184,11597,6067,2701,2829
1333211400,13854,4411,8521,922,15389,2445,6550,6394
1333211700,11212,3245,2144,5823,10761,4717,4913,1131
1333212000,19723,9781,3347,6595,16465,6965,6533,2967
1333212300,12280,9754,670,1856,13051,1294,9589,2168
1333212600,14799,3868,4332,6599,19701,7864,5589,6248
1333212900,4967,1394,1574,1999,12812,3277,8962,573
1333213200,12712,6811,1981,3920,9976,6128,546,3302
1333213500,20851,6241,6236,8374,12573,5686,2290,4597
1333213800,24742,7093,8416,9233,15975,8362,2503,5110
1333214100,10623,2835,1303,6485,21326,5632,7352,8342
1333214400,13848,6635,816,6397,5495,3003,194,2298
1333214700,12226,3811,7267,1148,25502,9285,8767,7450
1333215000,12868,4802,3980,4086,23245,5755,7614,9876
1333215300,24066,7404,9296,7366,22009,8123,7118,6768
1333215600,19450,3655,9298,6497,11465,4579,2080,4806
1333215900,9657,3136,196,6325,17986,6534,8526,2926
1333216200,17122,1229,8773,7120,11247,501,5798,4948
1333216500,15594,2986,4344,8264,7181,514,5255,1412
1333216800,17623,6320,5786,5517,17913,3999,8672,5242
1333217100,20448,3294,7160,9994,7413,764,1270,5379
1333217400,6244,2521,2379,1344,10460,6737,507,3216
1333217700,7926,5894,1840,192,9677,2081,1329,6267
1333218000,6247,384,2742,3121,16506,6305,9038,1163
1333218300,17315,1326,9550,6439,5342,2748,314,2280
1333218600,14162,2368,4120,7674,5707,1461,1060,3186
1333218900,26538,9545,9596,7397,15729,8709,2588,4432
1333219200,9148,5341,1725,2082,17397,9109,6655,1633
1333219500,19226,3711,6793,8722,13244,1514,4217,7513
1333219800,17347,7728,4903,4716,15820,5284,2281,8255
1333220100,13944,8581,3997,1366,17540,9879,3349,4312
1333220400,13896,4041,1414,8441,12833,674,3066,9093
1333220700,10933,5770,1841,3322,6088,2790,1281,2017
1333221000,17195,8597,6718,1880,21152,6176,5790,9186
1333221300,14506,6077,4808,3621,15566,5582,7583,2401
1333221600,16809,5927,2697,8185,5253,2992,1716,545
1333221900,4166,729,401,3036,5150,601,878,3671
1333222200,11701,6393,4856,452,16728,9172,1799,5757
1333222500,17923,9422,388,8113,9045,8766,49,230
1333222800,13911,5391,4600,3920,15483,7503,6030,1950
1333223100,12705,3664,7343,1698,10312,4284,5409,619
1333223400,15879,3548,6949,5382,9384,1685,2788,4911
1333223700,6908,2356,937,3615,7324,1825,5172,327
1333224000,8897,3343,3891,1663,16059,790,6597,8672
1333224300,12595,9985,2519,91,20691,4802,8659,7230
1333224600,14931,6096,4326,4509,17496,4191,8746,4559
1333224900,21947,4138,8142,9667,15439,1911,3549,9979
1333225200,11806,6254,2293,3259,18804,1394,8843,8567
1333225500,12095,1731,7463,2901,11788,7059,3325,1404
1333225800,11999,9829,363,1807,21110,7616,9495,3999
1333226100,10050,693,465,8892,15343,5313,5032,4998
1333226400,22040,7954,7204,6882,9324,420,5608,3296
1333226700,12986,4724,7377,885,13638,140,7247,6251
1333227000,17064,7024,3614,6426,15025,9021,893,5111
1333227300,19759,4017,9648,6094,18186,9726,2269,6191
1333227600,10247,5128,1381,3738,22837,9959,9712,3166
1333227900,15719,3697,7652,4370,13769,5810,1601,6358
1333228200,11766,5242,5299,1225,12662,6422,3810,2430
1333228500,9029,1180,2570,5279,13588,4743,1705,7140
1333228800,10145,1992,7616,537,13142,7774,4260,1108
1333229100,7341,428,4494,2419,15799,4195,7370,4234
1333229400,20596,5270,7085,8241,12645,2824,1407,8414
1333229700,18526,4430,8276,5820,15919,1634,9307,4978
1333230000,17795,3825,4316,9654,7147,2201,4055,891
1333230300,14908,67,6945,7896,13782,2812,2147,8823
1333230600,19466,8353,9056,2057,10446,7270,1869,1307
1333230900,15692,524,6917,8251,17950,9935,4411,3604
1333231200,6257,732,2985,2540,13247,4908,6945,1394
1333231500,18587,647,8797,9143,9954,2601,3250,4103
1333231800,12152,9722,1582,848,16758,9680,3234,3844
1333232100,12174,7009,5115,50,14894,2667,6902,5325
1333232400,21409,1789,9855,9765,17559,9260,297,8002
1333232700,17395,4791,9331,3273,12075,751,7069,4255
1333233000,13686,1087,4917,7682,23254,5013,9766,8475
1333233300,19572,8329,6333,4910,21168,6701,5261,9206
1333233600,4874,476,4299,99,16189,7895,726,7568
1333233900,14112,8679,1521,3912,21487,9168,7158,5161
1333234200,18528,5952,4839,7737,15451,7119,8031,301
1333234500,22761,9963,6372,6426,6954,1860,1128,3966
1333234800,5050,2394,1389,1267,4145,2078,1280,787
1333235100,13941,3258,2260,8423,9669,4328,1108,4233
1333235400,11617,35,6527,5055,12026,7613,3240,1173
1333235700,11537,3422,139,7976,13144,9108,3412,624
1333236000,9337,3277,3659,2401,22484,5712,8276,8496
1333236300,20562,9076,8435,3051,7604,1505,4751,1348
1333236600,20054,2222,8939,8893,19030,5830,7807,5393
1333236900,17804,8842,7919,1043,10482,3790,1640,5052
1333237200,14579,5651,7565,1363,16624,9484,5018,2122
1333237500,14572,463,7303,6806,24581,6957,9347,8277
1333237800,12106,2720,3688,5698,10623,5650,3894,1079
1333238100,15125,5759,1740,7626,12336,4998,6148,1190
1333238400,12473,3852,5688,2933,9088,5753,1664,1671
1333238700,21115,4241,9596,7278,10635,4492,433,5710
1333239000,17115,9889,3316,3910,11829,5984,3832,2013
1333239300,14394,3794,9343,1257,9470,2870,3290,3310
1333239600,23222,9913,9578,3731,13768,5670,7722,376
1333239900,23336,8780,8136,6420,18729,8322,3251,7156
1333240200,8303,604,1710,5989,13343,4884,2970,5489
1333240500,11293,3195,8038,60,5131,1527,2765,839
1333240800,7820,3114,2374,2332,14497,8260,4729,1508
1333241100,22818,9350,8863,4605,13311,7798,3958,1555
1333241400,16762,5064,7991,3707,15287,996,7815,6476
1333241700,16876,9628,4801,2447,23193,9923,7386,5884
1333242000,13990,9551,712,3727,13606,5792,2249,5565
1333242300,19171,9425,5597,4149,14297,4275,7056,2966
1333242600,13689,1999,4673,7017,13809,9952,1794,2063
1333242900,13759,3310,1876,8573,12910,374,9490,3046
1333243200,9809,7052,371,2386,19803,8310,7520,3973
1333243500,20659,6460,4803,9396,5068,3092,432,1544
1333243800,13215,2976,4743,5496,16813,3897,5022,7894
1333244100,16353,5820,9581,952,17704,794,9391,7519
1333244400,16134,8141,725,7268,17292,1161,6931,9200
1333244700,12339,2197,2989,7153,18660,2737,6790,9133
1333245000,11007,6801,1113,3093,6265,418,3941,1906
1333245300,15389,7362,7495,532,22365,9763,8967,3635
1333245600,16143,462,6290,9391,19669,7359,6090,6220
1333245900,7742,2170,2921,2651,18612,4323,9673,4616
1333246200,12235,1983,8654,1598,19360,9702,2209,7449
1333246500,11772,3422,1413,6937,18377,1843,8568,7966
1333246800,16259,7045,2947,6267,12031,1193,8477,2361
1333247100,15246,8875,890,5481,17242,9048,4500,3694
1333247400,26184,8837,8780,8567,22343,5187,7167,9989
1333247700,8297,2499,2989,2809,14158,2087,7973,4098
1333248000,22852,6146,8277,8429,17327,6519,7856,2952
1333248300,9762,5218,1502,3042,11969,7088,4543,338
1333248600,20542,9935,8086,2521,15674,9788,3605,2281
1333248900,9493,5218,801,3474,21576,3983,8671,8922
1333249200,20387,2737,8299,9351,8215,2100,1066,5049
1333249500,6764,247,2877,3640,12186,520,4001,7665
1333249800,26875,8638,8628,9609,14734,4829,1048,8857
1333250100,18396,4446,9019,4931,17754,7249,3635,6870
1333250400,8485,2787,3280,2418,16058,1465,5785,8808
1333250700,11074,1530,7113,2431,17690,7459,5177,5054
1333251000,13694,7907,4050,1737,23235,4364,8997,9874
1333251300,4725,2011,1018,1696,8256,2296,3715,2245
1333251600,8963,2493,3106,3364,23000,5853,8350,8797
1333251900,10502,3300,3376,3826,11910,2726,4068,5116
1333252200,9415,5643,2200,1572,13574,7216,3694,2664
1333252500,4092,1691,1529,872,19499,7239,8748,3512
1333252800,9595,4069,283,5243,18824,5555,4117,9152
1333253100,11654,1002,772,9880,11999,7691,2526,1782
1333253400,21865,9088,9310,3467,12635,1048,6657,4930
1333253700,17793,3511,5872,8410,25208,6373,9660,9175
1333254000,14516,2373,9496,2647,13452,767,3205,9480
1333254300,16415,6712,2989,6714,13527,2926,8842,1759
1333254600,14189,3939,3308,6942,7983,2563,3783,1637
1333254900,13574,8450,3503,1621,15499,2365,9133,4001
1333255200,11687,4022,788,6877,7228,98,4041,3089
1333255500,20320,2630,9744,7946,12586,6222,1174,5190
1333255800,16949,3248,7307,6394,12835,9155,1864,1816
1333256100,16124,8363,1398,6363,9246,1448,7656,142
1333256400,17871,5690,3539,8642,17821,5366,7500,4955
1333256700,3948,232,3146,570,14620,3018,6826,4776
1333257000,16600,8979,4304,3317,10083,524,1511,8048
1333257300,9980,2279,1521,6180,13884,2869,5071,5944
1333257600,9062,3676,1467,3919,17180,7759,2705,6716
1333257900,13548,958,7446,5144,9102,1614,6688,800
1333258200,2866,623,1282,961,22290,7350,6949,7991
1333258500,16455,5556,8888,2011,10431,2020,1966,6445
1333258800,16261,8338,4237,3686,20536,2481,8421,9634
1333259100,15003,1208,9600,4195,17456,2383,5792,9281
1333259400,13413,6078,2096,5239,21616,9508,5319,6789
1333259700,5172,1497,501,3174,24140,8268,6387,9485
1333260000,15805,7773,5725,2307,19376,3933,8500,6943
1333260300,14763,9132,2383,3248,17582,4052,9559,3971
1333260600,16161,6974,352,8835,10914,6610,2464,1840
1333260900,17169,7340,3054,6775,13418,8181,2647,2590
1333261200,15111,6289,1772,7050,12315,2152,4512,5651
1333261500,25176,9285,8093,7798,3849,1628,1802,419
1333261800,12345,3982,5772,2591,13809,5515,2816,5478
1333262100,23720,5318,9512,8890,11273,3598,5837,1838
1333262400,10253,4095,400,5758,8443,971,2167,5305
1333262700,17955,8095,2031,7829,16502,3828,6941,5733
1333263000,14587,4985,1508,8094,20000,6590,5469,7941
1333263300,7987,2548,4615,824,1457,227,579,651
1333263600,8292,905,2697,4690,13822,8022,153,5647
1333263900,17587,4885,5836,6866,8929,6993,1384,552
1333264200,18061,8203,4808,5050,6658,2404,3856,398
1333264500,20184,4394,9614,6176,10761,3892,6111,758
1333264800,5531,367,4089,1075,21525,8947,8587,3991
1333265100,14327,9274,3849,1204,14080,9572,3416,1092
1333265400,10999,2110,594,8295,15965,5578,657,9730
1333265700,12733,6545,3889,2299,15183,2415,7621,5147
1333266000,17863,1398,7303,9162,15238,3953,1419,9866
1333266300,15683,6451,3203,6029,11066,5809,4911,346
1333266600,13856,8533,4,5319,15226,6953,1709,6564
1333266900,12539,4264,949,7326,16403,2339,8969,5095
1333267200,12932,743,9005,3184,11258,1542,3177,6539
1333267500,20146,7202,3419,9525,18609,3877,8464,6268
1333267800,12901,2313,2550,8038,6649,1479,1786,3384
1333268100,14018,3412,6074,4532,12913,5829,6533,551
1333268400,9852,4229,1944,3679,15825,5315,9440,1070
1333268700,17997,6399,5962,5636,14799,2168,7729,4902
1333269000,12431,7108,2097,3226,14459,2058,9333,3068
1333269300,21240,3995,8185,9060,14200,613,3751,9836
1333269600,13883,1024,4934,7925,16853,4344,6226,6283
1333269900,13220,6993,3750,2477,15592,1347,4316,9929
1333270200,23362,7340,6540,9482,20124,9879,1843,8402
1333270500,15208,3153,8441,3614,16814,3731,5176,7907
1333270800,27025,8966,8130,9929,17137,7648,2900,6589
1333271100,18710,8826,8245,1639,16815,1885,9471,5459
1333271400,10738,6092,1879,2767,14489,4817,3833,5839
1333271700,9614,1565,1138,6911,9775,4614,543,4618
1333272000,11303,502,2609,8192,12060,2248,9053,759
1333272300,16584,3275,5867,7442,14976,8362,2435,4179
1333272600,16286,362,7237,8687,11820,1489,5031,5300
1333272900,20506,6697,9816,3993,22105,9064,3278,9763
1333273200,11475,3548,3973,3954,16674,2308,7334,7032
1333273500,15955,1059,9588,5308,14093,5503,8259,331
1333273800,7969,2841,865,4263,19597,7190,8755,3652
1333274100,15969,5519,8997,1453,19208,6894,3006,9308
1333274400,18453,6151,9436,2866,13754,8957,316,4481
1333274700,12746,1585,5570,5591,18746,7768,7441,3537
1333275000,13939,3830,2090,8019,7307,464,5533,1310
1333275300,15481,6304,3167,6010,15920,8636,2457,4827
1333275600,18874,8551,450,9873,13201,139,5364,7698
1333275900,12526,3165,4819,4542,13906,3341,4184,6381
1333276200,12188,3387,5807,2994,16337,3500,3203,9634
1333276500,22249,4655,8224,9370,11801,2113,7176,2512
1333276800,17480,2223,8467,6790,10449,5684,1574,3191
1333277100,18549,7178,1534,9837,25842,9997,8841,7004
1333277400,18378,9439,6218,2721,11166,468,3907,6791
1333277700,10743,1337,6238,3168,17235,7126,6825,3284
1333278000,11243,2138,8989,116,8278,4170,2126,1982
1333278300,16975,4531,5628,6816,11593,3891,5434,2268
1333278600,14569,577,9833,4159,16685,4212,5950,6523
1333278900,12289,6769,451,5069,23096,7640,6895,8561
1333279200,10205,1642,1218,7345,14512,5816,6611,2085
1333279500,16652,3554,7146,5952,15351,5856,398,9097
1333279800,14609,2990,2488,9131,24733,7482,7787,9464
1333280100,15508,8809,4806,1893,17762,5316,8392,4054
1333280400,19912,8338,4013,7561,17859,8437,1155,8267
1333280700,13169,5578,6067,1524,12128,6452,766,4910
1333281000,16014,5291,4710,6013,24404,8556,7353,8495
1333281300,11236,677,7507,3052,21744,6618,7648,7478
1333281600,13798,1009,8309,4480,26186,6956,9852,9378
1333281900,18801,5263,8610,4928,20003,9121,9851,1031
1333282200,24677,7485,9263,7929,9488,1113,923,7452
1333282500,13804,3195,6543,4066,15727,2004,9136,4587
1333282800,17764,3412,8436,5916,15822,4692,2581,8549
1333283100,21324,4779,9580,6965,15864,373,8206,7285
1333283400,10760,2650,6664,1446,15339,9899,673,4767
1333283700,18251,6057,6301,5893,13420,5306,726,7388
1333284000,16770,8721,4351,3698,12276,3374,7067,1835
1333284300,13799,1344,9854,2601,12338,369,6137,5832
1333284600,19887,9624,7165,3098,13429,3336,9086,1007
1333284900,18759,8062,5713,4984,19600,7870,9857,1873
1333285200,11787,9286,307,2194,22095,9516,8498,4081
1333285500,15869,4659,4265,6945,18780,9702,5190,3888
1333285800,16772,3325,4406,9041,11366,3167,3489,4710
1333286100,9021,1583,3433,4005,15893,7610,5300,2983
1333286400,12372,2698,2955,6719,15805,2228,4954,8623
1333286700,5560,989,524,4047,16126,4589,6053,5484
1333287000,15478,4394,6442,4642,12142,4299,7051,792
1333287300,4970,2475,628,1867,22160,9267,7818,5075
1333287600,12943,4205,272,8466,11521,2007,2773,6741
1333287900,14011,9138,778,4095,22425,7036,8744,6645
1333288200,21586,8799,3975,8812,10852,976,2029,7847
1333288500,8581,3304,443,4834,15816,1451,6198,8167
1333288800,17173,9831,3955,3387,14754,4236,9543,975
1333289100,13837,3396,1718,8723,17123,7108,7192,2823
1333289400,9905,628,3658,5619,16912,7101,2889,6922
1333289700,7119,142,4743,2234,9641,5719,876,3046
1333290000,14396,2565,7708,4123,10182,2104,5545,2533
1333290300,4595,1908,1278,1409,11118,2043,4907,4168
1333290600,7283,978,4124,2181,24038,7291,7349,9398
1333290900,14905,2943,9299,2663,15484,3551,8266,3667
1333291200,19640,4076,8795,6769,22523,7055,6297,9171
1333291500,16727,6751,4844,5132,10804,6267,3197,1340
1333291800,23183,5511,9233,8439,5991,538,4285,1168
1333292100,18554,7630,1890,9034,17341,1761,8355,7225
1333292400,19096,3633,8486,6977,11349,976,7257,3116
1333292700,9346,5638,3278,430,25077,7075,9249,8753
1333293000,11746,396,3035,8315,21123,7624,8418,5081
1333293300,16646,8333,2961,5352,14724,5709,4156,4859
1333293600,13407,6526,5021,1860,10018,5611,4349,58
1333293900,20517,8951,2016,9550,7390,3591,837,2962
1333294200,19390,5611,8512,5267,14233,4106,1249,8878
1333294500,8389,548,4992,2849,16546,7996,6656,1894
1333294800,12443,8,6806,5629,6265,1652,3086,1527
1333295100,13358,2894,7123,3341,17482,1214,7986,8282
1333295400,2834,711,1588,535,14570,2064,3250,9256
1333295700,26030,8526,8733,8771,12810,5943,5731,1136
1333296000,17830,8694,6008,3128,5026,3852,43,1131
1333296300,2844,105,1032,1707,16809,4579,5129,7101
1333296600,22549,5763,9015,7771,9584,4944,2979,1661
1333296900,5344,1203,3956,185,10730,1485,4848,4397
1333297200,23890,8626,5730,9534,18184,8953,6264,2967
1333297500,15222,5988,3785,5449,17981,8244,3952,5785
1333297800,17030,7869,693,8468,10635,707,5884,4044
1333298100,7644,2337,3936,1371,14598,6234,5495,2869
1333298400,24375,9773,6527,8075,14404,9941,3491,972
1333298700,13714,9196,1192,3326,17438,8400,580,8458
1333299000,10034,4325,358,5351,21023,4871,7580,8572
1333299300,16746,431,9439,6876,14224,976,4658,8590
1333299600,15835,6830,8610,395,21059,2022,9599,9438
1333299900,15536,6478,3505,5553,21511,6377,9299,5835
1333300200,11190,7441,2398,1351,25643,7408,8997,9238
1333300500,17324,3938,7733,5653,16021,3094,5275,7652
1333300800,16384,8919,3042,4423,12937,8547,4321,69
1333301100,17592,7025,9794,773,20268,3242,7646,9380
1333301400,22245,8838,4710,8697,17286,8129,1249,7908
1333301700,21000,4265,7804,8931,14293,2384,2438,9471
1333302000,10110,8679,144,1287,12950,969,4921,7060
1333302300,20474,9702,4735,6037,20802,1503,9682,9617
1333302600,19612,8308,6416,4888,24312,9012,9950,5350
1333302900,18936,7254,6380,5302,11476,5844,3541,2091
1333303200,20804,8449,9686,2669,20221,3845,6639,9737
1333303500,20793,9316,3118,8359,16766,6964,1293,8509
1333303800,19983,7996,4817,7170,18398,4592,7536,6270
1333304100,16101,1754,5164,9183,23183,7568,8903,6712
1333304400,15633,6955,1884,6794,10027,5040,3265,1722
1333304700,10900,1038,4488,5374,11676,3934,2257,5485
1333305000,16585,9193,2239,5153,18982,6643,9168,3171
1333305300,13174,2755,9973,446,9987,4508,3589,1890
1333305600,20873,4903,7635,8335,11415,1253,7504,2658
1333305900,14830,2807,5611,6412,23368,9066,9209,5093
1333306200,1814,182,296,1336,10099,595,1901,7603
1333306500,12081,7167,1829,3085,13132,6573,2891,3668
1333306800,17165,4750,8158,4257,11544,4388,5938,1218
1333307100,15257,4512,5606,5139,20215,5345,8372,6498
1333307400,16249,5488,3475,7286,12448,3634,2005,6809
1333307700,17875,8225,2973,6677,8310,521,1306,6483
1333308000,24064,7377,9757,6930,17265,3687,8287,5291
1333308300,15420,2281,8816,4323,14887,7641,4464,2782
1333308600,20138,6918,7497,5723,11100,1372,8804,924
1333308900,20186,7970,4089,8127,13411,718,8544,4149
1333309200,12105,1094,6413,4598,19917,7526,4062,8329
1333309500,15941,7774,7370,797,21798,7525,4561,9712
1333309800,15303,5117,5241,4945,24536,7816,9106,7614
1333310100,20566,8417,5389,6760,24631,9562,9279,5790
1333310400,26782,8214,9940,8628,18231,9896,4882,3453
1333310700,13172,5301,5062,2809,19697,7718,2548,9431
1333311000,13018,2695,8850,1473,17705,8489,2985,6231
1333311300,13514,7546,5588,380,13501,7566,5704,231
1333311600,12653,5671,5578,1404,12019,2090,4801,5128
1333311900,21090,3281,8467,9342,12568,2041,7302,3225
1333312200,10576,3535,369,6672,19081,6337,6539,6205
1333312500,17368,8071,4504,4793,18818,4662,4439,9717
1333312800,13836,6878,1005,5953,28239,9847,9146,9246
1333313100,12194,3693,1986,6515,17001,7448,195,9358
1333313400,10955,1540,7261,2154,20031,9289,9513,1229
1333313700,10095,3818,4075,2202,10513,640,7355,2518
1333314000,18830,2973,7488,8369,15094,1873,3417,9804
1333314300,18582,8222,1500,8860,22751,7215,8789,6747
1333314600,13336,1448,5428,6460,15596,8252,6887,457
1333314900,18462,3468,5067,9927,20749,8243,3673,8833
1333315200,13353,6486,1320,5547,16212,3877,8447,3888
1333315500,8924,7703,304,917,22548,7726,6086,8736
1333315800,11814,5874,1959,3981,11467,1295,979,9193
1333316100,21706,7513,5307,8886,15888,8508,1186,6194
1333316400,13355,1860,5746,5749,13028,381,7627,5020
1333316700,18535,4400,6422,7713,11142,1481,4427,5234
1333317000,23235,7901,6818,8516,9568,3554,1952,4062
1333317300,16985,8102,1824,7059,7317,1031,5253,1033
1333317600,14860,1182,6849,6829,24514,9691,5947,8876
1333317900,13805,573,3491,9741,17027,5345,9884,1798
1333318200,21819,5905,8123,7791,20245,9846,7181,3218
1333318500,10563,1274,8677,612,8616,2566,2587,3463
1333318800,18872,5582,6575,6715,14063,1639,8318,4106
1333319100,12712,2878,3727,6107,10783,3453,4567,2763
1333319400,11126,8132,707,2287,13181,6918,5620,643
1333319700,13471,567,6370,6534,9897,6659,1797,1441
1333320000,13479,7902,1299,4278,6889,1653,534,4702
1333320300,12696,2369,410,9917,15498,351,9096,6051
1333320600,12996,7639,1155,4202,4947,587,643,3717
1333320900,23810,8363,9825,5622,10490,2850,2565,5075
1333321200,17265,2096,6524,8645,5089,1108,3827,154
1333321500,18853,3241,5783,9829,13254,6488,4938,1828
1333321800,13513,4836,7297,1380,17467,8783,1827,6857
1333322100,8706,3649,1733,3324,8000,345,6938,717
1333322400,20088,4610,6592,8886,12476,7601,1827,3048
1333322700,3804,2429,225,1150,20661,8321,4336,8004
1333323000,18042,2596,6098,9348,10778,6756,2465,1557
1333323300,14381,104,8046,6231,15611,4382,3825,7404
1333323600,11297,2923,4607,3767,10150,1794,8270,86
1333323900,5250,957,2118,2175,10081,1597,6060,2424
1333324200,17382,6976,3862,6544,27791,9360,9881,8550
1333324500,19818,7071,5957,6790,15857,4112,6859,4886
1333324800,11249,8444,1047,1758,9626,3547,4643,1436
1333325100,17057,5879,6467,4711,10813,2892,4732,3189
1333325400,14788,6929,1153,6706,18829,7831,1542,9456
1333325700,6633,2462,3175,996,7743,2416,1930,3397
1333326000,16098,8060,2826,5212,8566,7681,494,391
1333326300,16067,7570,4569,3928,11254,5569,3280,2405
1333326600,18915,2705,9366,6844,12509,5883,4764,1862
1333326900,9138,3669,5277,192,14994,115,6071,8808
1333327200,14505,6879,3395,4231,22977,5786,9326,7865
1333327500,14646,4780,2363,7503,18316,4624,5539,8153
1333327800,12805,9274,1293,2238,14590,1347,9306,3937
1333328100,16758,6943,208,9607,21702,6036,8211,7455
1333328400,12004,7965,548,3491,7931,2494,585,4852
1333328700,22947,8458,9165,5324,17422,5396,2406,9620
1333329000,25857,9896,7617,8344,13805,7744,5503,558
1333329300,7460,955,4450,2055,16977,2061,8766,6150
1333329600,9241,5055,3554,632,15946,2874,4334,8738
1333329900,16785,9354,5183,2248,11363,4139,2145,5079
1333330200,11688,1126,5332,5230,20297,2175,8609,9513
1333330500,12300,3401,5205,3694,16202,3432,7099,5671
1333330800,19897,7807,5801,6289,18637,403,9317,8917
1333331100,18317,9320,139,8858,18217,8515,7089,2613
1333331400,2968,205,2243,520,13661,3828,3536,6297
1333331700,2056,623,1272,161,22070,9749,3326,8995
1333332000,22467,8485,5908,8074,15020,3020,9910,2090
1333332300,21777,7495,5190,9092,9943,707,604,8632
1333332600,17824,7277,2175,8372,6579,4924,1072,583
1333332900,15699,5527,1332,8840,16251,7686,2568,5997
1333333200,7735,2938,85,4712,15065,4650,2734,7681
1333333500,14388,9802,3051,1535,17710,1794,7464,8452
1333333800,20519,7690,5363,7466,9432,6419,2412,601
1333334100,15227,4445,9427,1355,22824,9237,6188,7399
1333334400,9814,5935,2846,1033,18476,3875,4723,9878
1333334700,21566,9707,2116,9743,7789,5377,369,2043
1333335000,20095,9614,3221,7260,18650,8877,2998,6775
1333335300,21603,5437,8928,7238,9469,1945,7183,341
1333335600,17318,6047,1407,9864,12392,7774,3821,797
1333335900,8613,326,2443,5844,13285,3233,6195,3857
1333336200,23090,9115,9376,4599,13652,613,6754,6285
1333336500,13571,3300,4557,5714,13279,5068,5762,2449
1333336800,8839,2143,3780,2916,10801,3765,5048,1988
1333337100,12467,1869,6652,3946,12703,633,2634,9436
1333337400,5940,1588,2643,1709,10643,2893,539,7211
1333337700,17001,945,7710,8346,14590,8215,2936,3439
1333338000,16811,3399,9555,3857,16772,3156,8071,5545
1333338300,8524,2844,3526,2154,11610,4723,1304,5583
1333338600,17591,421,8173,8997,15437,7931,4949,2557
1333338900,21826,6914,7487,7425,23120,9780,6098,7242
1333339200,26652,7617,9826,9209,21123,8520,6553,6050
1333339500,10094,3338,4356,2400,20584,6637,7990,5957
1333339800,14873,4927,4706,5240,13945,9197,1237,3511
1333340100,9946,2692,4037,3217,17188,4910,6126,6152
1333340400,18981,8520,7293,3168,16932,5023,8188,3721
1333340700,18726,9177,973,8576,11152,7036,3304,812
1333341000,7369,5296,984,1089,10593,951,3710,5932
1333341300,15121,6269,1169,7683,25426,8287,9545,7594
1333341600,15723,4965,9012,1746,5985,3004,2078,903
1333341900,12249,790,9582,1877,9837,2755,7043,39
1333342200,10226,1069,6982,2175,22526,9519,8387,4620
1333342500,16950,4849,4855,7246,18399,9577,6201,2621
1333342800,8817,1571,1788,5458,12459,6364,134,5961
1333343100,15873,1517,9665,4691,13276,484,6750,6042
1333343400,8652,2035,622,5995,10611,2891,3390,4330
1333343700,16313,3148,7588,5577,20218,6743,3718,9757
1333344000,12708,7802,239,4667,20353,8220,3988,8145
1333344300,16468,997,7425,8046,11653,7251,4274,128
1333344600,13513,3104,2747,7662,16889,7428,6698,2763
